id,lesson_time,target_name,target_code,concept_name,mistake_action,original_thought,actual_outcome,trigger_reason,linked_rule,improvement_action,severity,show_on_dashboard,created_by,created_at,updated_by,updated_at,is_deleted
db03ebe0502744ef9eb79167bbab4386,2026-03-26 09:52:00,逸豪新材,,,环境不好能开仓吗？,,两天-6%，肉疼吗,,环境不好,,high,1,admin,2026-03-29 09:52:57,admin,2026-03-29 09:52:57,0
